,Unnamed: 0,Week,ClientName,empty,numbers,short_number,Total,source_file,alphanumeric,signs
174,42,2024-13,Identidad Promo JM SG CLIENTE ,7.0,,,7,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
175,18,2024-13,Cable Onda SA,7.0,,,7,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
176,67,2024-13,Qxtel Limited,5.0,2.0,,7,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
177,16,2024-13,CJC Global Connections Limited,7.0,,,7,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
178,53,2024-13,Mada,7.0,,,7,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
179,10,2024-13,Arelion U.S. Inc.,6.0,,,6,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
180,9,2024-13,Apelby,5.0,,,5,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
181,91,2024-13,VoxCarrier Limited,5.0,,,5,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
182,62,2024-13,Oteglobe,1.0,,3.0,4,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
183,55,2024-13,Netconnect,4.0,,,4,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
184,90,2024-13,Voiptel Lp,3.0,,,3,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
185,0,2024-13,382 Communications,3.0,,,3,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
186,77,2024-13,TSTT,,3.0,,3,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
187,89,2024-13,Vodafone Ltd,3.0,,,3,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
188,22,2024-13,CommPeak,3.0,,,3,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
189,21,2024-13,Cima Telecom,3.0,,,3,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
190,35,2024-13,HGC Premium,3.0,,,3,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
191,76,2024-13,TRIAR,3.0,,,3,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
192,59,2024-13,Orange Romania,2.0,,,2,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
193,47,2024-13,Last Mile Corp LLA,2.0,,,2,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
194,85,2024-13,Us Matrix Telecommunications,1.0,,,1,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
195,86,2024-13,VR Telecom S.L,,,1.0,1,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
196,34,2024-13,Group of Goldline,1.0,,,1,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
197,19,2024-13,China Mobile International,1.0,,,1,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
198,23,2024-13,Computer Tel Inc,,,1.0,1,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
199,76,2024-14,Raza Telecom,61465.0,,12.0,61477,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
200,70,2024-14,Peerless Network CUSTOMER,9117.0,,8.0,9125,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
201,12,2024-14,Ariatel,1611.0,2686.0,2.0,4299,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
202,16,2024-14,Belgacom,3366.0,1.0,4.0,3371,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
203,30,2024-14,Etelix Net,3294.0,,,3294,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
204,32,2024-14,Flow Jamaica Columbus Networks,435.0,1291.0,33.0,1760,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,1.0,
205,7,2024-14,AT&T Corp,1317.0,64.0,1.0,1382,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
206,89,2024-14,Turk Telekom International,86.0,1054.0,13.0,1153,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
207,27,2024-14,Deutsche Telecom,950.0,,,950,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
208,58,2024-14,Liberty Communications of Puerto Rico,161.0,748.0,30.0,939,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
209,85,2024-14,Tata Communications Inc.,686.0,33.0,1.0,720,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
210,31,2024-14,Etisalat,24.0,481.0,3.0,508,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
211,19,2024-14,Cable Bahamas,471.0,6.0,,477,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
212,55,2024-14,Latinatel,446.0,,,446,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
213,43,2024-14,Ibasis Global Inc,404.0,,17.0,421,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
214,36,2024-14,GmTelecom LLA,363.0,2.0,1.0,366,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
215,52,2024-14,Lanck Telecom,9.0,357.0,,366,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
216,90,2024-14,Twilio,43.0,306.0,2.0,351,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
217,64,2024-14,Orange FRANCE,334.0,17.0,,351,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
218,51,2024-14,Ipbtel,320.0,,,320,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
219,86,2024-14,Telin Neutrafix,274.0,,,274,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
220,29,2024-14,Digicel,223.0,,,223,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
221,8,2024-14,Alcasagar,207.0,,,207,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
222,84,2024-14,Tata Communications Inc LLA,200.0,,,200,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
223,28,2024-14,Dial Tel PTE. LTD PREM,182.0,,,182,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
224,79,2024-14,T-Mobile,103.0,23.0,,126,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
225,50,2024-14,Impact Telecom,126.0,,,126,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
226,57,2024-14,Ld Telecom Nexogy,116.0,5.0,,121,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
227,25,2024-14,Computer Tel Inc,118.0,,1.0,119,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
228,93,2024-14,Verizon,97.0,8.0,,105,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
229,63,2024-14,ODD Holding Ltd,92.0,,,92,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
230,53,2024-14,Last Mile Corp,88.0,,,88,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
231,66,2024-14,Orbitel - UNE,85.0,,,85,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
232,65,2024-14,Orange Telecom,80.0,,,80,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
233,73,2024-14,Qxtel Limited LLA,7.0,4.0,65.0,76,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
234,75,2024-14,RSCom,70.0,,,70,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
235,14,2024-14,BTS,66.0,1.0,,67,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
236,41,2024-14,IDT LLA,65.0,,,65,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
237,77,2024-14,Sinch,61.0,,3.0,64,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
238,33,2024-14,Flow Jamaica Columbus Networks DID,60.0,,,60,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
239,91,2024-14,VR Telecom S.L,1.0,,59.0,60,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
240,46,2024-14,Identidad Promo JM CLIENTE,23.0,10.0,18.0,51,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
241,15,2024-14,BTS LLA,50.0,,,50,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
242,59,2024-14,Look International Inc (Sinpin),42.0,,,42,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
243,69,2024-14,PLDT,41.0,,,41,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
244,62,2024-14,Nobel Globe,37.0,,,37,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
245,4,2024-14,AIRTEL Silver Trunk,36.0,,,36,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
246,99,2024-14,Zoomtel LLC Gold,18.0,,17.0,35,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
247,17,2024-14,Bezeq International,32.0,,,32,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
248,68,2024-14,PCCW Global UK Limited ,28.0,,,28,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
249,37,2024-14,Graycom Special,9.0,3.0,10.0,22,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
250,72,2024-14,Qxtel Limited,13.0,3.0,6.0,22,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
251,47,2024-14,Identidad Promo JM HT CLIENTE,8.0,3.0,10.0,21,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
252,42,2024-14,IPBtel DID (C3NTRO) Customer,21.0,,,21,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
253,26,2024-14,Computer Tel Inc USA,21.0,,,21,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
254,80,2024-14,TIWS,19.0,1.0,,20,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
255,1,2024-14,A - Z Identidad Telecom,,,20.0,20,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
256,38,2024-14,Group of Goldline,18.0,,,18,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
257,94,2024-14,Vodafone Ltd,18.0,,,18,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
258,40,2024-14,IDT,17.0,,,17,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
259,96,2024-14,VoxCarrier Limited,16.0,,,16,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
260,78,2024-14,Sipstatus Corporation,16.0,,,16,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
261,45,2024-14,Identidad Promo Airtel Customer,15.0,,,15,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
262,48,2024-14,Identidad Promo JM SG CLIENTE ,8.0,,7.0,15,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
263,18,2024-14,CJC Global Connections Limited,7.0,,7.0,14,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
264,5,2024-14,AMAZON DIDs CUSTOMER,13.0,,,13,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
265,87,2024-14,Telmex USA,13.0,,,13,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
266,11,2024-14,Arelion U.S. Inc.,11.0,,,11,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
267,81,2024-14,TNZI,11.0,,,11,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
268,24,2024-14,CommPeak,10.0,,,10,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
269,101,2024-14,Zoomtel Platinum,9.0,,1.0,10,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
270,67,2024-14,Oteglobe,9.0,,,9,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
271,23,2024-14,Codetel,9.0,,,9,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
272,88,2024-14,Trilogy Dominicana S.A.,9.0,,,9,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
273,82,2024-14,TRIAR,9.0,,,9,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
274,71,2024-14,Quickom Telecom,7.0,,1.0,8,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
275,2,2024-14,ADC s.r.l.,8.0,,,8,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
276,54,2024-14,Last Mile Corp LLA,8.0,,,8,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
277,10,2024-14,Apelby,8.0,,,8,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
278,56,2024-14,Latino Communications,7.0,,,7,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
279,21,2024-14,China Mobile International Ltd.,7.0,,,7,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
280,13,2024-14,Atheeb,7.0,,,7,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
281,83,2024-14,TSTT,1.0,5.0,,6,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
282,20,2024-14,Cable Onda SA,6.0,,,6,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
283,61,2024-14,Network Ip,5.0,,,5,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
284,3,2024-14,AIRTEL Bronze Trunk,4.0,,,4,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
285,6,2024-14,ASCADE-ASSURE,4.0,,,4,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
286,60,2024-14,NGN Sweden Communications AB (DBA Datora),4.0,,,4,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
287,34,2024-14,Flow Jamaica Columbus Networks DID AMAZON,3.0,,,3,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
288,49,2024-14,Identidad Promo SalBel TIWS CLIENTE,3.0,,,3,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
289,44,2024-14,Identidad Promo 91 CLIENTE,2.0,1.0,,3,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
290,74,2024-14,Qxtel Limited LLA_Corridor,2.0,,,2,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
291,92,2024-14,Verge Communications,2.0,,,2,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
292,0,2024-14,382 Communications,2.0,,,2,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
293,35,2024-14,GmTelecom,2.0,,,2,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
294,22,2024-14,Cloud Ten Infotech Pte. Ltd.,1.0,,,1,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
295,97,2024-14,Zaheen Telecom,1.0,,,1,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
296,98,2024-14,Zoomtel LLC,1.0,,,1,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
297,95,2024-14,Voiptel Lp,1.0,,,1,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
298,39,2024-14,HGC Premium,1.0,,,1,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
299,9,2024-14,Aloma Communication RETURN,,1.0,,1,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
300,100,2024-14,Zoomtel LLC Premium ,1.0,,,1,Customer_by_SrcNumberRoute_pt2024-04-08 00:00:00to2024-04-08 00:00:00.xlsx,,
301,100,2024-15,Turk Telekom International,495.0,176624.0,16.0,177135,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
302,35,2024-15,Flow Jamaica Columbus Networks,531.0,85263.0,32.0,85827,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,1.0,
303,33,2024-15,Etelix Net,17057.0,22.0,32.0,17111,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
304,97,2024-15,Telin Neutrafix,976.0,15415.0,,16391,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
305,19,2024-15,Belgacom,10802.0,3741.0,,14543,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
306,34,2024-15,Etisalat,23.0,9286.0,17.0,9326,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
307,15,2024-15,Ariatel,4686.0,3232.0,16.0,7934,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
308,60,2024-15,Liberty Communications of Puerto Rico,217.0,2664.0,35.0,2916,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
309,76,2024-15,Peerless Network CUSTOMER,2833.0,82.0,,2915,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
310,101,2024-15,Twilio,69.0,2438.0,7.0,2514,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
311,38,2024-15,GmTelecom,1851.0,2.0,22.0,1875,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
312,9,2024-15,AT&T Corp,1334.0,179.0,2.0,1515,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
313,69,2024-15,Orange FRANCE,219.0,944.0,,1163,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
314,109,2024-15,Wavecrest,2.0,1076.0,,1078,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
315,46,2024-15,Ibasis Global Inc,788.0,269.0,8.0,1065,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
316,30,2024-15,Deutsche Telecom,884.0,1.0,4.0,889,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
317,96,2024-15,Tata Communications Inc.,715.0,45.0,1.0,761,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
318,22,2024-15,Cable Bahamas,647.0,12.0,2.0,661,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
319,52,2024-15,Impact Telecom,637.0,2.0,,639,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
320,39,2024-15,GmTelecom LLA,520.0,68.0,,588,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
321,70,2024-15,Orange Romania,,453.0,,453,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
322,32,2024-15,Digicel,414.0,6.0,4.0,424,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
323,57,2024-15,Latinatel,349.0,1.0,,350,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
324,31,2024-15,Dial Tel PTE. LTD PREM,327.0,,,327,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
325,10,2024-15,Alcasagar,292.0,15.0,,307,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
326,88,2024-15,T-Mobile,91.0,191.0,,282,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
327,29,2024-15,Computer Tel Inc USA,23.0,213.0,,236,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
328,73,2024-15,Oteglobe,14.0,194.0,5.0,213,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
329,95,2024-15,Tata Communications Inc LLA,195.0,2.0,,197,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
330,20,2024-15,Bezeq International,194.0,,,194,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
331,28,2024-15,Computer Tel Inc,169.0,9.0,,178,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
332,86,2024-15,Sinch,44.0,105.0,4.0,153,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
333,104,2024-15,Verizon,110.0,19.0,,129,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
334,74,2024-15,PCCW Global UK Limited ,104.0,15.0,,119,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
335,17,2024-15,BTS,36.0,61.0,,97,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
336,71,2024-15,Orange Telecom,96.0,,,96,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
337,72,2024-15,Orbitel - UNE,93.0,1.0,1.0,95,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
338,55,2024-15,Last Mile Corp,91.0,1.0,,92,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
339,68,2024-15,ODD Holding Ltd,91.0,,,91,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
340,59,2024-15,Ld Telecom Nexogy,72.0,3.0,,75,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
341,85,2024-15,Raza Telecom,61.0,2.0,,63,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
342,6,2024-15,AIRTEL Silver Trunk,58.0,,3.0,61,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
343,81,2024-15,Qxtel Limited LLA,14.0,44.0,,58,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
344,36,2024-15,Flow Jamaica Columbus Networks DID,54.0,,,54,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
345,75,2024-15,PLDT,51.0,1.0,1.0,53,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
346,63,2024-15,Mada,50.0,1.0,,51,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
347,18,2024-15,BTS LLA,46.0,,,46,Customer_by_SrcNumberRoute_pt2024-04-15 00:00:00to2024-04-15 00:00:00.xlsx,,
