,Unnamed: 0,Week,ClientName,empty,numbers,short_number,Total,source_file,alphanumeric,signs
598,90,2024-10,TIWS,22.0,1.0,,23,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
599,48,2024-10,Identidad Promo Airtel Customer,21.0,,,21,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
600,40,2024-10,Group of Goldline,21.0,,,21,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
601,63,2024-10,Modulus,20.0,,,20,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
602,105,2024-10,Vodafone Ltd,19.0,,,19,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
603,10,2024-10,Apelby,18.0,,,18,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
604,103,2024-10,Verge Communications,17.0,,,17,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
605,86,2024-10,Sipstatus Corporation,16.0,,,16,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
606,6,2024-10,AMAZON DIDs CUSTOMER,16.0,,,16,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
607,99,2024-10,Trilogy Dominicana S.A.,15.0,,,15,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
608,27,2024-10,CommPeak,15.0,,,15,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
609,39,2024-10,Graycom Special,11.0,,2.0,13,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
610,14,2024-10,Atheeb,12.0,,,12,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
611,8,2024-10,Alcasagar,11.0,,,11,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
612,109,2024-10,Zoomtel Platinum,7.0,,4.0,11,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
613,49,2024-10,Identidad Promo CLIENTE,9.0,,,9,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
614,51,2024-10,Identidad Promo JM HT CLIENTE,7.0,,2.0,9,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
615,79,2024-10,Qxtel ASIA,8.0,,,8,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
616,19,2024-10,CJC Global Connections Limited,8.0,,,8,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
617,52,2024-10,Identidad Promo JM SG CLIENTE ,8.0,,,8,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
618,1,2024-10,382 Communications,8.0,,,8,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
619,107,2024-10,Zoomtel LLC,7.0,,,7,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
620,22,2024-10,Capital City Service Limited,7.0,,,7,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
621,26,2024-10,Codetel,7.0,,,7,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
622,66,2024-10,Network Ip,6.0,,,6,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
623,24,2024-10,China Mobile International Ltd.,5.0,,,5,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
624,93,2024-10,TSTT,3.0,2.0,,5,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
625,21,2024-10,Cable Onda SA,5.0,,,5,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
626,23,2024-10,China Mobile International,5.0,,,5,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
627,88,2024-10,T-Mobile WIT,1.0,3.0,1.0,5,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
628,91,2024-10,TNZI,5.0,,,5,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
629,106,2024-10,VoxCarrier Limited,4.0,,,4,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
630,25,2024-10,Cima Telecom,4.0,,,4,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
631,57,2024-10,Last Mile Corp LLA,4.0,,,4,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
632,0,2024-10,10Tel LLC CUSTOMER,1.0,2.0,,3,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
633,41,2024-10,HGC Premium,3.0,,,3,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
634,102,2024-10,VR Telecom S.L,,,3.0,3,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
635,13,2024-10,Ariatel Loop,3.0,,,3,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
636,71,2024-10,Orange Telecom,2.0,,,2,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
637,76,2024-10,Peace Communication RETURN,2.0,,,2,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
638,46,2024-10,Identidad Promo 91 CLIENTE,2.0,,,2,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
639,37,2024-10,GmTelecom,2.0,,,2,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
640,9,2024-10,Andros Lakeside RETURN,2.0,,,2,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
641,36,2024-10,Flow Jamaica Columbus Networks DID AMAZON,1.0,,,1,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
642,47,2024-10,Identidad Promo 93 CLIENTE,1.0,,,1,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
643,82,2024-10,Qxtel Limited LLA_DID CUSTOMER,1.0,,,1,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
644,78,2024-10,Phonetic Limited USD,1.0,,,1,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
645,11,2024-10,Arelion U.S. Inc.,1.0,,,1,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
646,89,2024-10,TELECOM ITALIA USD,1.0,,,1,Customer_by_SrcNumberRoute_pt2024-03-11 00:00:00to2024-03-11 00:00:00.xlsx,,
